Record_ID,HTS_Code,Product_Description,Company,Country_of_Origin,Country_Code,Material_Cost_USD,Tariff_Rate_Percent,Tariff_Amount_USD,MPF_USD,Other_Fees_USD,Landed_Cost_USD,Material_Composition,Primary_Material,Quantity,Unit_Price_USD,Total_Value_USD,Import_Date,Port_of_Entry,FTA_Applicable,Alternative_Country,Potential_Savings_Percent,Potential_Savings_USD,Risk_Level,Compliance_Status,Last_Updated
TR008180,6307.90.9889,"Other made up articles, including dress patterns",HP Inc.,Italy,IT,94.67,5.92,5.6,0.33,1.21,101.81,"61.4% Aluminum, 38.6% Cotton",Aluminum,660,94.67,62482.45,2024-03-22,"Charleston, SC",CPTPP,Japan,1.02,637.18,Medium,Compliant,2025-07-18 11:51:23
TR008181,6505.00.6045,"Hats and other headgear, knitted or crocheted",Sony Corporation,Canada,CA,56.73,0.0,0.0,0.2,1.1,58.02,"71.6% Rubber, 28.4% Glass",Rubber,5518,56.73,313009.6,2025-06-01,"Charleston, SC",Yes,Turkey,0.0,0.0,High,Compliant,2025-07-18 11:51:23
TR008182,3304.30.0000,Manicure or pedicure preparations,Amazon.com Inc.,Mexico,MX,31.35,5.26,1.65,0.11,1.15,34.26,"67.2% Polyester, 32.8% Leather",Polyester,821,31.35,25741.78,2024-06-20,"Seattle, WA",Yes,Germany,2.06,530.14,Medium,Compliant,2025-07-18 11:51:23
TR008183,9506.62.4000,Inflatable balls,HP Inc.,Turkey,TR,45.98,5.31,2.44,0.16,1.83,50.41,"86.7% Aluminum, 13.3% Cotton",Aluminum,845,45.98,38854.4,2025-05-29,"Houston, TX",No,Malaysia,0.0,0.0,Low,Compliant,2025-07-18 11:51:23
TR008184,6307.90.9889,"Other made up articles, including dress patterns",Samsung Electronics,Vietnam,VN,133.25,6.51,8.68,0.46,1.51,143.9,"75.3% Leather, 24.7% Nylon",Leather,9754,133.25,1299765.88,2024-10-25,"New York, NY",No,France,3.01,39127.14,Low,Under Review,2025-07-18 11:51:23
TR008185,3402.20.0000,Cleaning preparations put up for retail sale,PepsiCo Inc.,South Korea,KR,117.65,7.54,8.88,0.41,1.32,128.25,"65.9% Nylon, 34.1% Rubber",Nylon,9523,117.65,1120336.9,2023-09-07,"Miami, FL",No,Indonesia,0.0,0.0,Low,Compliant,2025-07-18 11:51:23
TR008186,8536.69.4000,Plugs and sockets for coaxial cables,Audi AG,Thailand,TH,91.78,9.42,8.65,0.32,2.5,103.24,"65.6% Rubber, 34.4% Aluminum",Rubber,2117,91.78,194302.32,2024-12-19,"New York, NY",No,United Kingdom,6.62,12861.66,Medium,Compliant,2025-07-18 11:51:23
TR008187,8305.20.0000,Staples in strips,Oracle Corporation,Pakistan,PK,100.26,12.16,12.19,0.35,2.11,114.9,"74.0% Plastic, 26.0% Nylon",Plastic,698,100.26,69981.05,2025-06-18,"Charleston, SC",No,United Kingdom,9.36,6548.89,Medium,Compliant,2025-07-18 11:51:23
TR008188,8471.30.0100,Portable automatic data processing machines,Home Depot,India,IN,116.96,11.52,13.47,0.41,0.43,131.26,"65.3% Aluminum, 34.7% Rubber",Aluminum,2664,116.96,311571.15,2024-10-21,"Long Beach, CA",CPTPP,Indonesia,0.92,2856.1,Medium,Compliant,2025-07-18 11:51:23
TR008189,6505.00.6045,"Hats and other headgear, knitted or crocheted",Cisco Systems,Japan,JP,90.62,5.05,4.57,0.31,1.4,96.91,"83.6% Nylon, 16.4% Cotton",Nylon,7283,90.62,659988.11,2024-11-30,"Charleston, SC",KORUS,Pakistan,0.0,0.0,Medium,Compliant,2025-07-18 11:51:23
TR008190,7013.49.2000,Glassware for table or kitchen use,Toyota Motor Corporation,Mexico,MX,130.04,2.59,3.37,0.45,1.97,135.83,"98.1% Cotton, 1.9% Steel",Cotton,9651,130.04,1254984.09,2023-10-05,"Miami, FL",Yes,Japan,0.0,0.0,High,Under Review,2025-07-18 11:51:23
TR008191,6110.20.2025,"Sweaters, pullovers of cotton",Home Depot,Bangladesh,BD,26.67,15.73,4.2,0.09,2.33,33.28,"84.2% Glass, 15.8% Steel",Glass,2208,26.67,58880.68,2024-02-09,"Long Beach, CA",No,China,0.53,313.67,High,Under Review,2025-07-18 11:51:23
TR008192,4016.99.6000,Other articles of vulcanized rubber,Coca-Cola Company,Turkey,TR,114.5,7.88,9.02,0.4,0.55,124.47,"92.2% Nylon, 7.8% Steel",Nylon,7744,114.5,886717.72,2025-02-27,"Charleston, SC",CPTPP,United Kingdom,5.08,45013.91,Low,Non-Compliant,2025-07-18 11:51:23
TR008193,9404.90.9505,"Pillows, cushions and similar articles",Samsung Electronics,Indonesia,ID,118.0,13.1,15.45,0.41,1.74,135.6,"62.6% Rubber, 37.4% Plastic",Rubber,9613,118.0,1134306.6,2024-08-02,"Miami, FL",No,France,9.6,108848.57,Medium,Compliant,2025-07-18 11:51:23
TR008194,7117.11.0000,Cuff links and studs of base metal,Best Buy Co.,China,CN,62.36,15.09,9.41,0.22,2.45,74.43,"97.8% Plastic, 2.2% Polyester",Plastic,2672,62.36,166616.56,2024-11-20,"New York, NY",KORUS,India,2.29,3820.93,Medium,Compliant,2025-07-18 11:51:23
TR008195,8517.12.0020,Telephones for cellular networks,Nestle SA,Taiwan,TW,119.25,8.22,9.8,0.41,1.63,131.09,"69.7% Silicone, 30.3% Polyester",Silicone,8797,119.25,1049045.01,2025-04-22,"Seattle, WA",No,Vietnam,0.0,0.0,Low,Compliant,2025-07-18 11:51:23
TR008196,6211.32.0040,"Track suits, ski suits and swimwear of cotton",Procter & Gamble,Indonesia,ID,16.56,12.24,2.03,0.06,0.24,18.89,"75.1% Polyester, 24.9% Leather",Polyester,4052,16.56,67120.26,2024-06-13,"Miami, FL",No,South Korea,5.54,3717.06,Low,Compliant,2025-07-18 11:51:23
TR008197,8305.20.0000,Staples in strips,Oracle Corporation,Japan,JP,74.4,8.76,6.52,0.26,2.15,83.32,"82.0% Rubber, 18.0% Plastic",Rubber,8748,74.4,650845.74,2024-12-06,"New York, NY",KORUS,South Korea,2.06,13399.0,High,Compliant,2025-07-18 11:51:23
TR008198,6211.32.0040,"Track suits, ski suits and swimwear of cotton",Ford Motor Company,Philippines,PH,75.25,8.18,6.15,0.26,1.72,83.39,"64.6% Steel, 35.4% Polyester",Steel,5189,75.25,390491.92,2023-10-25,"New York, NY",No,France,4.68,18267.01,Medium,Compliant,2025-07-18 11:51:23
TR008199,7323.10.0000,Iron or steel wool; pot scourers and scouring pads,Amazon.com Inc.,Italy,IT,125.1,6.41,8.02,0.43,1.58,135.14,"94.9% Silicone, 5.1% Plastic",Silicone,2632,125.1,329270.22,2023-10-21,"Houston, TX",No,Taiwan,0.0,0.0,High,Compliant,2025-07-18 11:51:23
TR008200,8310.00.0000,"Sign-plates, name-plates, address-plates and similar plates",Toyota Motor Corporation,South Korea,KR,114.79,7.03,8.07,0.4,0.27,123.53,"90.8% Glass, 9.2% Polyester",Glass,6711,114.79,770325.79,2023-12-25,"Miami, FL",CPTPP,Vietnam,0.0,0.0,Medium,Compliant,2025-07-18 11:51:23
TR008201,7616.99.1000,Other articles of aluminum,Bain & Company,China,CN,70.21,14.29,10.03,0.24,2.31,82.81,"99.7% Glass, 0.3% Silicone",Glass,7045,70.21,494658.67,2024-06-05,"Charleston, SC",CPTPP,Japan,9.39,46455.53,High,Under Review,2025-07-18 11:51:23
TR008202,6204.63.3510,Women's or girls' trousers of cotton,Walmart Inc.,Mexico,MX,143.96,1.11,1.6,0.5,1.77,147.83,"76.0% Nylon, 24.0% Rubber",Nylon,7841,143.96,1128821.55,2024-07-17,"Seattle, WA",Yes,India,0.0,0.0,High,Compliant,2025-07-18 11:51:23
TR008203,9506.62.4000,Inflatable balls,Porsche AG,Germany,DE,145.35,4.72,6.85,0.5,1.25,153.95,"74.8% Steel, 25.2% Aluminum",Steel,8388,145.35,1219160.95,2025-04-30,"Los Angeles, CA",No,Vietnam,0.0,0.0,Medium,Compliant,2025-07-18 11:51:23
TR008204,6806.10.0000,"Slag wool, rock wool and similar mineral wools",Amazon.com Inc.,Malaysia,MY,148.2,8.17,12.11,0.51,0.52,161.35,"81.8% Polyester, 18.2% Plastic",Polyester,223,148.2,33049.52,2023-10-13,"Long Beach, CA",CPTPP,Bangladesh,0.0,0.0,High,Compliant,2025-07-18 11:51:23
TR008205,7013.49.2000,Glassware for table or kitchen use,Nestle SA,Thailand,TH,118.84,10.68,12.69,0.41,0.87,132.82,"99.8% Nylon, 0.2% Rubber",Nylon,7772,118.84,923655.34,2025-06-20,"Houston, TX",No,Vietnam,2.18,20116.7,Low,Non-Compliant,2025-07-18 11:51:23
TR008206,6505.00.6045,"Hats and other headgear, knitted or crocheted",HP Inc.,Taiwan,TW,11.9,13.21,1.57,0.04,1.19,14.71,"73.3% Steel, 26.7% Silicone",Steel,8617,11.9,102584.63,2024-12-10,"Houston, TX",KORUS,Canada,13.21,13551.98,Medium,Compliant,2025-07-18 11:51:23
TR008207,9507.30.2000,Fishing reels,Levi Strauss & Co.,Taiwan,TW,44.5,9.11,4.06,0.15,0.81,49.52,"61.8% Rubber, 38.2% Leather",Rubber,362,44.5,16108.91,2024-10-15,"Norfolk, VA",CPTPP,Bangladesh,0.0,0.0,Low,Compliant,2025-07-18 11:51:23
TR008208,6217.10.1000,Accessories of apparel,LG Electronics,Brazil,BR,142.55,14.43,20.57,0.49,1.43,165.04,"73.8% Nylon, 26.2% Polyester",Nylon,2588,142.55,368922.93,2024-01-31,"Houston, TX",KORUS,Indonesia,3.83,14123.65,Low,Compliant,2025-07-18 11:51:23
TR008209,7326.90.8588,Other articles of iron or steel,Volkswagen AG,Philippines,PH,116.86,6.94,8.11,0.4,1.15,126.53,"71.6% Aluminum, 28.4% Steel",Aluminum,7123,116.86,832397.17,2025-04-06,"Miami, FL",No,Brazil,0.0,0.0,Low,Compliant,2025-07-18 11:51:23
TR008210,7323.93.0060,"Table, kitchen or other household articles of stainless steel",General Electric,Malaysia,MY,59.88,9.2,5.51,0.21,0.34,65.94,"91.7% Silicone, 8.3% Aluminum",Silicone,5465,59.88,327231.26,2024-12-09,"Seattle, WA",KORUS,France,5.7,18656.59,Medium,Non-Compliant,2025-07-18 11:51:23
TR008211,8536.69.4000,Plugs and sockets for coaxial cables,Adidas AG,India,IN,146.98,13.8,20.28,0.51,2.01,169.78,"73.2% Silicone, 26.8% Cotton",Silicone,2050,146.98,301306.72,2024-09-02,"Houston, TX",CPTPP,Italy,9.7,29230.38,High,Compliant,2025-07-18 11:51:23
TR008212,9505.10.4000,Christmas articles,Porsche AG,Canada,CA,71.89,0.0,0.0,0.25,2.33,74.47,"60.5% Glass, 39.5% Aluminum",Glass,8836,71.89,635215.41,2024-07-03,"Seattle, WA",Yes,Taiwan,0.0,0.0,High,Non-Compliant,2025-07-18 11:51:23
TR008213,8310.00.0000,"Sign-plates, name-plates, address-plates and similar plates",Adidas AG,India,IN,123.58,9.63,11.9,0.43,0.35,136.26,"65.7% Polyester, 34.3% Rubber",Polyester,165,123.58,20391.25,2023-08-02,"Los Angeles, CA",KORUS,Malaysia,1.73,352.56,Low,Compliant,2025-07-18 11:51:23
TR008214,4202.12.8020,"Trunks, suitcases and vanity cases with outer surface of plastics",Mercedes-Benz Group,India,IN,120.36,15.06,18.13,0.42,0.26,139.17,"81.0% Leather, 19.0% Polyester",Leather,731,120.36,87986.59,2023-11-26,"Norfolk, VA",CPTPP,South Korea,8.36,7354.63,Medium,Compliant,2025-07-18 11:51:23
TR008215,8310.00.0000,"Sign-plates, name-plates, address-plates and similar plates",Honda Motor Co.,Japan,JP,43.86,4.19,1.84,0.15,1.77,47.61,"67.4% Nylon, 32.6% Plastic",Nylon,3103,43.86,136092.25,2024-02-24,"New York, NY",No,Thailand,0.0,0.0,High,Non-Compliant,2025-07-18 11:51:23
TR008216,7013.37.2000,Drinking glasses of lead crystal,Best Buy Co.,Malaysia,MY,30.12,8.22,2.47,0.1,1.82,34.51,"88.3% Plastic, 11.7% Polyester",Plastic,8724,30.12,262729.0,2025-01-11,"Miami, FL",No,Thailand,0.0,0.0,High,Non-Compliant,2025-07-18 11:51:23
TR008217,3926.20.4000,"Articles of apparel and clothing accessories, of plastics",Unilever,China,CN,67.24,17.2,11.57,0.23,2.25,81.3,"63.7% Cotton, 36.3% Silicone",Cotton,2610,67.24,175504.7,2023-09-18,"Norfolk, VA",No,Vietnam,8.7,15273.41,Medium,Compliant,2025-07-18 11:51:23
TR008218,7013.37.2000,Drinking glasses of lead crystal,Porsche AG,Philippines,PH,135.81,7.6,10.33,0.47,1.33,147.95,"62.0% Cotton, 38.0% Aluminum",Cotton,1971,135.81,267690.65,2024-10-26,"Charleston, SC",KORUS,Vietnam,0.0,0.0,Low,Non-Compliant,2025-07-18 11:51:23
TR008219,6116.10.1700,"Gloves, mittens and mitts, impregnated with plastics",Accenture PLC,Brazil,BR,2.04,12.93,0.26,0.01,0.16,2.48,"62.2% Leather, 37.8% Aluminum",Leather,7470,2.04,15257.05,2023-10-31,"New York, NY",No,Taiwan,1.53,234.08,High,Compliant,2025-07-18 11:51:23
TR008220,6116.10.1700,"Gloves, mittens and mitts, impregnated with plastics",Audi AG,Thailand,TH,123.34,12.08,14.9,0.43,0.65,139.3,"82.0% Rubber, 18.0% Steel",Rubber,4403,123.34,543047.8,2024-04-14,"Charleston, SC",KORUS,Malaysia,4.18,22685.8,Medium,Compliant,2025-07-18 11:51:23
TR008221,9017.80.0000,"Other drawing, marking-out or mathematical calculating instruments",Johnson & Johnson,Brazil,BR,107.5,14.31,15.38,0.37,0.3,123.56,"90.9% Glass, 9.1% Aluminum",Glass,7732,107.5,831215.08,2025-01-08,"Houston, TX",CPTPP,Pakistan,0.21,1722.37,High,Non-Compliant,2025-07-18 11:51:23
TR008222,6403.91.6030,Footwear with outer soles of rubber,Accenture PLC,China,CN,78.39,16.5,12.94,0.27,1.43,93.03,"98.0% Aluminum, 2.0% Steel",Aluminum,5326,78.39,417524.31,2024-02-09,"Seattle, WA",No,Italy,12.4,51791.05,Low,Compliant,2025-07-18 11:51:23
TR008223,8305.20.0000,Staples in strips,Dell Technologies,Germany,DE,114.25,5.61,6.41,0.4,2.25,123.3,"86.2% Glass, 13.8% Polyester",Glass,5369,114.25,613384.56,2023-12-15,"Long Beach, CA",KORUS,Vietnam,0.0,0.0,Medium,Under Review,2025-07-18 11:51:23
TR008224,9401.80.4016,Seats with wooden frames,Samsung Electronics,Brazil,BR,120.73,18.3,22.09,0.42,0.34,143.58,"71.0% Glass, 29.0% Rubber",Glass,9149,120.73,1104565.89,2024-08-30,"Long Beach, CA",No,Thailand,9.0,99383.11,Low,Non-Compliant,2025-07-18 11:51:23
TR008225,4819.40.0040,"Other sacks and bags, including cones, of paper",Microsoft Corporation,Turkey,TR,149.54,5.37,8.03,0.52,0.31,158.4,"88.5% Leather, 11.5% Rubber",Leather,7645,149.54,1143237.47,2024-03-28,"Long Beach, CA",No,Vietnam,0.0,0.0,Medium,Compliant,2025-07-18 11:51:23
TR008226,8471.30.0100,Portable automatic data processing machines,McKinsey & Company,Thailand,TH,66.96,6.67,4.46,0.23,2.43,74.09,"98.7% Cotton, 1.3% Polyester",Cotton,1655,66.96,110822.51,2025-06-17,"Houston, TX",No,United Kingdom,3.87,4285.09,Medium,Non-Compliant,2025-07-18 11:51:23
TR008227,8543.70.9860,Other electrical machines and apparatus,Cisco Systems,South Korea,KR,114.96,3.91,4.5,0.4,0.33,120.18,"70.3% Rubber, 29.7% Plastic",Rubber,7829,114.96,899990.63,2024-04-05,"Long Beach, CA",No,France,0.41,3717.72,Medium,Non-Compliant,2025-07-18 11:51:23
TR008228,4819.40.0040,"Other sacks and bags, including cones, of paper",IBM Corporation,Malaysia,MY,98.26,9.53,9.36,0.34,1.22,109.18,"83.7% Polyester, 16.3% Silicone",Polyester,352,98.26,34588.19,2024-02-24,"Seattle, WA",KORUS,United Kingdom,6.73,2326.83,High,Under Review,2025-07-18 11:51:23
TR008229,8528.72.6400,Reception apparatus for television,Adidas AG,Indonesia,ID,141.62,11.5,16.28,0.49,1.66,160.06,"95.3% Cotton, 4.7% Leather",Cotton,5974,141.62,846055.67,2024-02-03,"Miami, FL",CPTPP,Brazil,0.0,0.0,Medium,Under Review,2025-07-18 11:51:23
TR008230,4015.19.0510,"Disposable gloves of vulcanized rubber, nitrile",Microsoft Corporation,Taiwan,TW,55.75,7.71,4.3,0.19,2.34,62.58,"61.6% Nylon, 38.4% Plastic",Nylon,5609,55.75,312689.81,2025-02-06,"Miami, FL",CPTPP,Thailand,0.0,0.0,High,Compliant,2025-07-18 11:51:23
TR008231,6110.20.2025,"Sweaters, pullovers of cotton",Hyundai Motor Company,Brazil,BR,2.34,17.56,0.41,0.01,2.42,5.19,"67.6% Nylon, 32.4% Polyester",Nylon,7180,2.34,16823.73,2024-05-11,"Houston, TX",CPTPP,Pakistan,3.46,581.66,Low,Compliant,2025-07-18 11:51:23
TR008232,4202.12.8020,"Trunks, suitcases and vanity cases with outer surface of plastics",Accenture PLC,Taiwan,TW,41.04,9.96,4.09,0.14,1.21,46.47,"61.2% Aluminum, 38.8% Silicone",Aluminum,4513,41.04,185208.88,2024-05-25,"Long Beach, CA",No,Malaysia,2.06,3808.59,High,Non-Compliant,2025-07-18 11:51:23
TR008233,9505.10.4000,Christmas articles,Deloitte & Touche,Canada,CA,55.1,0.0,0.0,0.19,0.47,55.77,"81.0% Nylon, 19.0% Cotton",Nylon,2186,55.1,120449.05,2023-10-25,"Charleston, SC",Yes,Philippines,0.0,0.0,Low,Under Review,2025-07-18 11:51:23
TR008234,6403.91.6030,Footwear with outer soles of rubber,Honda Motor Co.,Turkey,TR,136.32,7.85,10.7,0.47,0.66,148.15,"87.1% Rubber, 12.9% Leather",Rubber,8513,136.32,1160466.56,2024-10-01,"Charleston, SC",CPTPP,Philippines,0.0,0.0,Medium,Compliant,2025-07-18 11:51:23
TR008235,9505.10.4000,Christmas articles,Microsoft Corporation,France,FR,16.14,0.31,0.05,0.06,1.46,17.7,"88.4% Nylon, 11.6% Silicone",Nylon,9270,16.14,149609.18,2025-07-02,"Houston, TX",No,Canada,0.31,461.1,High,Non-Compliant,2025-07-18 11:51:23
TR008236,9505.10.4000,Christmas articles,Adidas AG,India,IN,74.29,10.62,7.89,0.26,1.69,84.12,"69.4% Silicone, 30.6% Glass",Silicone,5514,74.29,409611.07,2024-01-12,"Miami, FL",KORUS,China,0.0,0.0,High,Non-Compliant,2025-07-18 11:51:23
TR008237,7013.37.2000,Drinking glasses of lead crystal,Macy's Inc.,United Kingdom,GB,15.72,7.36,1.16,0.05,1.33,18.26,"88.9% Cotton, 11.1% Steel",Cotton,6813,15.72,107092.95,2024-03-25,"Los Angeles, CA",CPTPP,Turkey,1.56,1673.28,Medium,Compliant,2025-07-18 11:51:23
TR008238,3924.90.5600,"Other household articles and toilet articles, of plastics",General Electric,United Kingdom,GB,143.84,4.35,6.25,0.5,0.66,151.25,"84.2% Polyester, 15.8% Silicone",Polyester,6856,143.84,986167.71,2024-10-09,"Seattle, WA",No,Bangladesh,0.0,0.0,High,Compliant,2025-07-18 11:51:23
TR008239,7323.10.0000,Iron or steel wool; pot scourers and scouring pads,Coca-Cola Company,Mexico,MX,84.12,2.95,2.48,0.29,1.53,88.43,"96.8% Rubber, 3.2% Leather",Rubber,7900,84.12,664577.84,2024-09-17,"Long Beach, CA",Yes,Pakistan,0.0,0.0,Low,Compliant,2025-07-18 11:51:23
TR008240,8310.00.0000,"Sign-plates, name-plates, address-plates and similar plates",Boston Consulting Group,Taiwan,TW,26.71,11.7,3.12,0.09,0.25,30.17,"88.5% Cotton, 11.5% Glass",Cotton,8143,26.71,217490.14,2024-05-30,"Norfolk, VA",No,United Kingdom,8.9,19346.18,Medium,Compliant,2025-07-18 11:51:23
TR008241,8302.30.3000,"Other mountings, fittings and similar articles",Cisco Systems,South Korea,KR,94.53,7.0,6.62,0.33,0.46,101.94,"84.5% Nylon, 15.5% Glass",Nylon,2187,94.53,206733.85,2023-07-28,"Los Angeles, CA",No,Indonesia,0.0,0.0,Low,Compliant,2025-07-18 11:51:23
TR008242,9506.62.4000,Inflatable balls,Toyota Motor Corporation,Bangladesh,BD,78.3,11.79,9.23,0.27,2.03,89.83,"79.9% Silicone, 20.1% Plastic",Silicone,1824,78.3,142817.84,2024-12-20,"Miami, FL",No,Vietnam,3.29,4701.84,Low,Non-Compliant,2025-07-18 11:51:23
TR008243,8517.12.0020,Telephones for cellular networks,BMW Group,United Kingdom,GB,68.32,0.47,0.32,0.24,2.46,71.34,"96.9% Aluminum, 3.1% Glass",Aluminum,5076,68.32,346802.43,2025-03-10,"Miami, FL",CPTPP,Indonesia,0.0,0.0,Low,Under Review,2025-07-18 11:51:23
TR008244,8467.21.0030,"Drills with self-contained electric motor, cordless",Accenture PLC,Philippines,PH,30.15,6.8,2.05,0.1,2.2,34.5,"82.4% Silicone, 17.6% Glass",Silicone,9932,30.15,299401.43,2024-05-01,"Charleston, SC",No,Brazil,0.0,0.0,Low,Non-Compliant,2025-07-18 11:51:23
TR008245,6806.10.0000,"Slag wool, rock wool and similar mineral wools",McKesson Corporation,India,IN,132.58,14.41,19.11,0.46,1.03,153.18,"71.1% Nylon, 28.9% Aluminum",Nylon,7294,132.58,967044.71,2024-07-02,"Miami, FL",No,Canada,14.41,139364.98,Medium,Under Review,2025-07-18 11:51:23
TR008246,8471.30.0100,Portable automatic data processing machines,McKesson Corporation,France,FR,53.32,6.24,3.33,0.18,0.44,57.28,"82.1% Silicone, 17.9% Glass",Silicone,2264,53.32,120718.2,2024-04-04,"Miami, FL",KORUS,Pakistan,0.0,0.0,Low,Compliant,2025-07-18 11:51:23
TR008247,9403.60.8081,Wooden furniture for bedrooms,Macy's Inc.,Japan,JP,62.24,7.34,4.57,0.22,1.2,68.22,"91.1% Polyester, 8.9% Aluminum",Polyester,5942,62.24,369852.69,2024-07-22,"Miami, FL",CPTPP,Taiwan,0.0,0.0,Low,Under Review,2025-07-18 11:51:23
TR008248,3304.30.0000,Manicure or pedicure preparations,BMW Group,Turkey,TR,121.67,7.2,8.77,0.42,1.63,132.49,"88.1% Silicone, 11.9% Leather",Silicone,5920,121.67,720307.74,2025-06-25,"Charleston, SC",KORUS,Brazil,0.0,0.0,Medium,Under Review,2025-07-18 11:51:23
TR008249,8471.30.0100,Portable automatic data processing machines,Nissan Motor Co.,Vietnam,VN,84.76,8.95,7.58,0.29,1.31,93.95,"86.2% Nylon, 13.8% Glass",Nylon,9807,84.76,831220.05,2025-04-10,"New York, NY",No,Italy,4.85,40283.15,Medium,Non-Compliant,2025-07-18 11:51:23
TR008250,3304.30.0000,Manicure or pedicure preparations,HP Inc.,Canada,CA,45.5,0.0,0.0,0.16,1.14,46.79,"86.5% Polyester, 13.5% Silicone",Polyester,1140,45.5,51869.03,2025-06-28,"Seattle, WA",Yes,Bangladesh,0.0,0.0,High,Non-Compliant,2025-07-18 11:51:23
TR008251,3402.20.0000,Cleaning preparations put up for retail sale,KPMG,United Kingdom,GB,88.65,2.33,2.06,0.31,1.75,92.78,"93.3% Rubber, 6.7% Steel",Rubber,6773,88.65,600447.43,2025-05-22,"New York, NY",CPTPP,Thailand,0.0,0.0,Medium,Compliant,2025-07-18 11:51:23
TR008252,6307.90.9889,"Other made up articles, including dress patterns",General Motors,Canada,CA,49.46,0.0,0.0,0.17,0.53,50.16,"84.7% Polyester, 15.3% Aluminum",Polyester,5406,49.46,267354.2,2025-03-31,"New York, NY",Yes,United Kingdom,0.0,0.0,Medium,Under Review,2025-07-18 11:51:23
TR008253,8517.12.0020,Telephones for cellular networks,Deloitte & Touche,Malaysia,MY,32.31,9.33,3.02,0.11,0.17,35.6,"70.6% Plastic, 29.4% Steel",Plastic,8339,32.31,269414.21,2024-08-02,"Charleston, SC",No,Brazil,0.0,0.0,Medium,Compliant,2025-07-18 11:51:23
TR008254,8536.69.4000,Plugs and sockets for coaxial cables,Microsoft Corporation,Vietnam,VN,27.25,10.4,2.83,0.09,1.09,31.26,"93.0% Cotton, 7.0% Steel",Cotton,1893,27.25,51575.79,2024-08-26,"Long Beach, CA",No,United Kingdom,7.6,3921.2,Low,Non-Compliant,2025-07-18 11:51:23
TR008255,8302.30.3000,"Other mountings, fittings and similar articles",Target Corporation,Indonesia,ID,56.4,12.37,6.98,0.2,1.65,65.22,"90.8% Polyester, 9.2% Leather",Polyester,5852,56.4,330036.63,2024-07-12,"Charleston, SC",No,United Kingdom,9.57,31596.66,Medium,Compliant,2025-07-18 11:51:23
TR008256,8305.20.0000,Staples in strips,Toyota Motor Corporation,Thailand,TH,121.97,12.29,14.99,0.42,1.05,138.43,"81.7% Glass, 18.3% Cotton",Glass,5123,121.97,624839.12,2024-04-19,"Los Angeles, CA",No,Turkey,6.49,40548.88,High,Compliant,2025-07-18 11:51:23
TR008257,6217.10.1000,Accessories of apparel,General Motors,China,CN,66.79,15.1,10.09,0.23,1.14,78.24,"90.9% Aluminum, 9.1% Silicone",Aluminum,1448,66.79,96712.07,2024-04-15,"Los Angeles, CA",KORUS,Malaysia,7.2,6963.51,High,Compliant,2025-07-18 11:51:23
TR008258,8302.30.3000,"Other mountings, fittings and similar articles",Ferrari N.V.,Thailand,TH,131.9,9.56,12.61,0.46,2.37,147.34,"94.4% Leather, 5.6% Plastic",Leather,9978,131.9,1316137.94,2024-09-26,"Los Angeles, CA",No,Vietnam,1.06,13990.4,Medium,Non-Compliant,2025-07-18 11:51:23
TR008259,8310.00.0000,"Sign-plates, name-plates, address-plates and similar plates",General Motors,Malaysia,MY,34.97,9.58,3.35,0.12,0.73,39.18,"70.3% Nylon, 29.7% Polyester",Nylon,7347,34.97,256954.44,2024-04-23,"Miami, FL",No,Thailand,0.28,717.75,High,Non-Compliant,2025-07-18 11:51:23
TR008260,9505.10.4000,Christmas articles,Toyota Motor Corporation,Turkey,TR,104.22,7.7,8.02,0.36,0.56,113.16,"74.7% Polyester, 25.3% Plastic",Polyester,9635,104.22,1004159.24,2024-06-04,"Seattle, WA",CPTPP,Japan,2.8,28109.1,High,Compliant,2025-07-18 11:51:23
TR008261,7616.99.1000,Other articles of aluminum,Porsche AG,South Korea,KR,105.6,4.06,4.28,0.37,1.32,111.56,"72.2% Plastic, 27.8% Steel",Plastic,1561,105.6,164837.67,2025-05-19,"New York, NY",CPTPP,China,0.0,0.0,Low,Compliant,2025-07-18 11:51:23
TR008262,9615.11.1000,"Combs, hair-slides and the like of hard rubber",Honda Motor Co.,Canada,CA,71.19,0.0,0.0,0.25,0.73,72.17,"96.6% Glass, 3.4% Rubber",Glass,462,71.19,32889.31,2024-05-23,"Seattle, WA",Yes,Turkey,0.0,0.0,Low,Compliant,2025-07-18 11:51:23
TR008263,9403.60.8081,Wooden furniture for bedrooms,Volkswagen AG,Philippines,PH,24.49,9.17,2.25,0.08,1.26,28.07,"88.0% Cotton, 12.0% Plastic",Cotton,5153,24.49,126172.89,2024-09-25,"New York, NY",No,Taiwan,0.0,0.0,Low,Non-Compliant,2025-07-18 11:51:23
TR008264,4015.19.0510,"Disposable gloves of vulcanized rubber, nitrile",Intel Corporation,Philippines,PH,146.91,6.1,8.96,0.51,0.87,157.25,"96.7% Cotton, 3.3% Plastic",Cotton,4717,146.91,692987.47,2024-03-14,"Miami, FL",No,Italy,2.0,13848.2,Medium,Non-Compliant,2025-07-18 11:51:23
TR008265,3926.20.4000,"Articles of apparel and clothing accessories, of plastics",IKEA,South Korea,KR,54.41,7.32,3.98,0.19,2.03,60.61,"89.5% Silicone, 10.5% Plastic",Silicone,3405,54.41,185263.52,2025-03-23,"Long Beach, CA",No,Philippines,0.0,0.0,Medium,Compliant,2025-07-18 11:51:23
